"","can_name_clean","yr","cst_n","cst","pty_n","party_code","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"2462","GILANG DHIELAFARAREZ S H  LL M",2019,"Jawa Tengah II",27,"PDIP",12,0,"n/a",NA,"NA",0,0
"2463","GIRING GANESHA DJUMARYO",2019,"Jawa Barat I",14,"PSI",38,0,"n/a","214574857","https://www.facebook.com/MasGiringGanesha",1,1
"2464","GRACE NATALIE LOUISA",2019,"DKI Jakarta III",12,"PSI",38,1,"n/a","116426925","https://www.facebook.com/officialgracenatalie",1,1
"2465","GURUH SUKARNO PUTRA S AP",2019,"Jawa Timur VI",42,"PDIP",12,0,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)",NA,"NA",0,0
"2466","GUS IRAWAN PASARIBU",2019,"Sumatera Selatan I",73,"GERINDRA",17,0,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","626309608","https://www.facebook.com/gusirawanpasaribu",1,1
"2467","H A BAKRI HM SE",2019,"Jambi",25,"PAN",5,0,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,"https://www.facebook.com/hbakrijambi",1,0
"2468","H ABDUL KADIR KARDING SPI",2019,"Jawa Tengah VI",32,"PKB",1,0,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","1820101662","https://www.facebook.com/kadirkarding.page",1,1
"2469","H ABDUL SYUKUR",2019,"Banten III",7,"GOLKAR",8,0,"n/a","909770336199089920","https://www.facebook.com/abdulsyukur.official",0,0
"2470","H ACEP ADANG RUHIAT",2019,"Jawa Barat XI",24,"PKB",1,0,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","1329379281323974656","NA; NA",0,0
"2471","H ADLIN UMAR YUSRI TAMBUNAN S T  M S P",2019,"Sumatera Barat II",72,"GOLKAR",8,0,"n/a",NA,"https://www.facebook.com/adlintambunanofficial",0,0
"2472","H AGUS SULISTIYONO SE",2019,"Daerah Istimewa Yogyakarta",9,"PKB",1,0,"n/a","1241863799319097344","NA",0,1
"2473","H AGUSTIAR SABRAN S KOM",2019,"Kalimantan Tengah",50,"PDIP",12,0,"Commission III (Law and Legislation, Human Rights, and Security Affairs)",NA,"NA",0,0
"2474","H AHMAD DOLI KURNIA TANDJUNG MT",2019,"Sumatera Selatan II",74,"GOLKAR",12,0,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","116513779","https://www.facebook.com/Ahmaddolikurnia",1,0
"2475","H AHMAD MUMTAZ RAIS SE  MPA",2019,"Jawa Tengah VI",32,"PAN",5,0,"n/a",NA,"https://www.facebook.com/mumtazrais.official",0,0
"2476","H AHMAD MUZANI",2019,"Lampung I",53,"GERINDRA",17,0,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","409715039","https://www.facebook.com/MuzaniGerindra",1,0
"2477","H AHMAD RIZA PATRIA IR MBA",2019,"Jawa Barat III",16,"GERINDRA",17,0,"n/a","1249976598184333056","https://www.facebook.com/ArizaPatria",1,1
"2478","H AHMAD SAHRONI SE",2019,"DKI Jakarta III",12,"NASDEM",40,0,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","1256208407561859072","NA; https://www.facebook.com/ahmadsahronijkt1",0,0
"2479","H ALAMUDDIN DIMYATI ROIS",2019,"Jawa Tengah I",26,"PKB",1,0,"n/a","3285940429","https://www.facebook.com/semestaalam.id",1,1
"2480","H ALEX NOERDIN",2019,"Sumatera Selatan II",74,"GOLKAR",8,1,"Commission VII (Energy, Mineral Resources, Research and Technology, and Environmental Affairs)","94244087","NA; https://www.facebook.com/Melanjutkanpengabdian",1,0
"2481","H ALIFUDIN SE MM",2019,"Kalimantan Barat",47,"PKS",25,0,"n/a",NA,"https://www.facebook.com/alifudinDPRRI",1,0
"2482","H ANDA SE  MMC",2019,"Banten I",5,"GERINDRA",17,0,"n/a",NA,"https://www.facebook.com/Posko-Aspirasi-H-Anda-SE-MM-545825938840193; NA",0,0
"2483","H ANDI ACHMAD DARA  SE",2019,"Banten III",7,"GOLKAR",8,0,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","1041962592829235200","https://www.facebook.com/andiachmadara",0,0
"2484","H ANDI AKMAL PASLUDDIN SP  MM",2019,"Sulawesi Selatan II",66,"PKS",25,0,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","4852069706","https://www.facebook.com/andiakmalpasluddin",1,1
"2485","H ANDI IDRIS MANGGABARANI SE",2019,"Sulawesi Selatan I",65,"GERINDRA",17,0,"n/a","1056224684310650880","NA",0,1
"2486","H ANDI RIDWAN WITTIRI SH",2019,"Sulawesi Selatan I",65,"PDIP",12,0,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","946659137231904768","https://www.facebook.com/ridwanwittiri; NA",0,0
"2487","H ANSAR AHMAD SE  M M",2019,"Kepulauan Riau",52,"GOLKAR",8,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","2713574730","NA; https://www.facebook.com/AnsarAhmadOfficialPage",1,1
"2488","H ANSORY SIREGAR",2019,"Sumatera Selatan II",74,"PKS",25,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,"https://www.facebook.com/KawanUstadzAnsorySiregarDPRRI; NA",0,0
"2489","H ARWAN M ARAS T S KOM",2019,"Sulawesi Barat",64,"PDIP",12,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)","1028976274503417728","NA; https://www.facebook.com/03ArwanAras",0,1
"2490","H ASMAN ABNUR SE MSI",2019,"Kepulauan Riau",52,"PAN",5,0,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","758861415570509824","https://www.facebook.com/AsmanAbnurPage; NA",0,0
"2491","H BAMBANG KRISTIONO SE",2019,"Nusa Tenggara Barat",57,"GERINDRA",17,1,"Commission I (Defense, Foreign and Information Affairs)","1073584601157787520","https://www.facebook.com/hajibambangkristiono; NA",1,0
"2492","H BAMBANG SOESATYO SE MBA",2019,"Jawa Tengah VII",33,"GOLKAR",8,0,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","108667754","https://www.facebook.com/bambangsoesatyo.page",1,0
"2493","H BIEM TRIANI BENJAMIN BSC MM",2019,"DKI Jakarta II",11,"GERINDRA",17,0,"n/a","133868577; 2148219810","https://www.facebook.com/BiemTrianiBenjamin; NA",1,1
"2494","H CHARLES MEIKYANSAH",2019,"Jawa Timur IV",39,"NASDEM",40,0,"n/a","1321614877828411392","https://www.facebook.com/HajiCharlesMeikyansah",1,0
"2495","H DANIEL MUTAQIEN SYAFIUDDIN ST",2019,"Jawa Barat VIII",22,"GOLKAR",8,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","3019128042","NA",0,0
"2496","H DARIZAL BASIR S SOS  MBA",2019,"Sumatera Barat I",71,"DEMOKRAT",9,0,"Commission I (Defense, Foreign and Information Affairs)",NA,"NA; NA",0,0
"2497","H DESMOND JUNAIDI MAHESA SH  MH",2019,"Banten II",6,"GERINDRA",17,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)",NA,"NA",0,0
"2498","H DIDI IRAWADI SYAMSUDDIN SH",2019,"Jawa Barat X",23,"DEMOKRAT",9,0,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","184035357","NA; https://www.facebook.com/Didi.Irawadi.Demokrat",0,1
"2499","H DITO GANINDUTO MBA",2019,"Jawa Tengah VIII",34,"GOLKAR",8,0,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","1096364037753888768","NA; https://www.facebook.com/dicoganinduto-108038680988135",1,0
"2500","H ECKY AWAL MUCHARAM SE",2019,"Jawa Barat III",16,"PKS",25,1,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","185140099","https://www.facebook.com/ecky.awalmucharam",0,0
"2501","H EDDY SOEPARNO",2019,"Jawa Barat III",16,"PAN",5,0,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","3091912583","https://www.facebook.com/MohEddySoeparno",1,1
"2502","H FADLI ZON SS  M SC",2019,"Jawa Barat V",19,"GERINDRA",17,1,"Commission I (Defense, Foreign and Information Affairs)","79139422","https://www.facebook.com/FadliZonPage",0,1
"2503","H GUSTI ISKANDAR S A SE",2019,"Kalimantan Selatan I",48,"GOLKAR",8,0,"n/a","4853128624","NA",0,0
"2504","H HAMSUARDI S AG",2019,"Sumatera Barat II",72,"PKS",25,0,"n/a","3167400019","https://www.facebook.com/hamsuardipks",0,0
"2505","H HARUNA M A  MBA",2019,"Sulawesi Selatan I",65,"PKB",1,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,"https://www.facebook.com/H.Haruna.MA.MBA.official.akun",0,0
"2506","H HASAN BASRI AGUS",2019,"Jambi",25,"GOLKAR",8,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)","1358010428","https://www.facebook.com/banghasanbasriagus; NA",1,1
"2507","H HASANI BIN ZUBER S IP",2019,"Jawa Timur XI",46,"DEMOKRAT",9,0,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)","67659431; 783716033274138624","NA; https://www.facebook.com/hasanibinzuber",0,1
"2508","H HASNURYADI SULAIMAN SE",2019,"Kalimantan Selatan II",49,"GOLKAR",8,0,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","3410014274","NA",0,0
"2509","H HENDRY MUNIEF MBA",2019,"Riau I",62,"PKS",25,0,"n/a","277266685","https://www.facebook.com/hendrymunief",1,1
"2510","H HERSON MAYULU S IP",2019,"Sulawesi Utara",70,"PDIP",12,0,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","793981767682142208","https://www.facebook.com/hersonmayuluu",1,0
"2511","H IRWAN S IP  MP",2019,"Kalimantan Timur",51,"DEMOKRAT",9,0,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","992654911383846656","https://www.facebook.com/IR1untukKaltim",1,1
"2512","H ISKANDAR D SYAICHU SE",2019,"Jawa Timur X",45,"PPP",15,0,"n/a",NA,"NA",0,0
"2513","H JAZULI JUWAINI LC MA",2019,"Banten II",6,"PKS",25,0,"Commission I (Defense, Foreign and Information Affairs)","276799783","NA",0,1
"2514","H JEFRY ROMDONNY SE  S SOS  M SI  MM",2019,"Jawa Barat IX",18,"GERINDRA",1,0,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,"NA",0,0
"2515","H JOHAN ROSIHAN ST",2019,"Nusa Tenggara Barat",57,"PKS",25,0,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","1025093653436362880","https://www.facebook.com/bersamaJOHAN",1,1
"2516","H JOHN KENEDY AZIS S H",2019,"Sumatera Barat II",72,"GOLKAR",8,0,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,"https://www.facebook.com/JohnKenedy4zis; NA",0,0
"2517","H KELANA APRILIANTO SE",2019,"Jawa Timur II",37,"HANURA",18,0,"n/a",NA,"NA; https://www.facebook.com/Mas-Kelana-Aprilianto-376187916072056",0,0
"2518","H M ADITYA MUFTI ARIFFIN SH",2019,"Kalimantan Selatan II",49,"PPP",15,0,"n/a","1160125471780065280","https://www.facebook.com/Aditya-Mufti-Ariffin-2094098004233656; NA",0,0
"2519","H M AMIR USKARA M KES",2019,"Sulawesi Selatan I",65,"PPP",15,1,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","4914460688","https://www.facebook.com/kabarmedianusantara; NA",0,1
"2520","H M SALIM FAKHRY SE MM",2019,"Aceh I",1,"GOLKAR",8,0,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","3411957013","NA; https://www.facebook.com/HM-Salim-Fakhry-SE-MM-100348095611869",0,0
"2521","H MARWAN JAFAR SE SH",2019,"Jawa Tengah III",28,"PKB",1,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","1498009939","https://www.facebook.com/H.MarwanJafar",1,1
"2522","H MHD ASLI CHAIDIR SH",2019,"Sumatera Barat I",71,"PAN",5,0,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,"NA",0,0
"2523","H MISWAN RODY S IP",2019,"Lampung II",54,"NASDEM",40,0,"n/a","1236168295251755008","NA",0,0
"2524","H MOH NIZAR ZAHRO SH",2019,"Jawa Timur XI",46,"GERINDRA",17,0,"n/a","127180079","https://www.facebook.com/MohNizarzahro; https://www.facebook.com/NizarZahroSatria; NA",1,1
"2525","H MOHAMAD MURAZ SH MM",2019,"Jawa Barat IV",17,"DEMOKRAT",9,0,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","621663883","https://www.facebook.com/mohamad.muraz; https://www.facebook.com/BaladMurazuntukKotaSukabumi",1,0
"2526","H MUHAMAD NUR PURNAMASIDI",2019,"Jawa Timur IV",39,"GOLKAR",8,0,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","1260255578443538432","NA",0,0
"2527","H MUHAMMAD NASIR DJAMIL S AG",2019,"Aceh II",2,"PKS",25,0,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","454533975; 2173138033; 3446033240; 85232702","https://www.facebook.com/mnasirdjamil; NA",1,0
"2528","H MUHAMMAD NUR",2019,"Kalimantan Selatan II",49,"GERINDRA",17,0,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)",NA,"https://www.facebook.com/h.muhammadnur.page",0,0
"2529","H MUHTAROM S SOS",2019,"Jawa Timur VIII",44,"PKB",1,0,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","1164552180138823680","NA",0,1
"2530","H MUKHAMAD MISBAKHUN SE",2019,"Jawa Timur II",37,"GOLKAR",8,0,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","2791337972","https://www.facebook.com/MMisbakhun",1,1
"2531","H MUSLIM AYUB S H  M M",2019,"Aceh I",1,"PAN",5,0,"n/a",NA,"https://www.facebook.com/bangmuslimayub; NA",0,0
"2532","H MUSTAFA KAMAL S S",2019,"Sumatera Selatan I",73,"PKS",25,0,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)",NA,"NA; NA",0,0
"2533","H MUSTHOFA",2019,"Jawa Tengah II",27,"PDIP",12,0,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","897542990","https://www.facebook.com/kawankangmusthofa",1,1
"2534","H NASARUDIN S H  M H",2019,"Riau II",63,"GOLKAR",8,0,"n/a",NA,"NA",0,0
"2535","H NASRIL BAHAR SE",2019,"Sumatera Selatan II",74,"PAN",5,0,"Commission vi (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","912224431509868544","NA",0,1
"2536","H NAZARUDDIN DEKGAM",2019,"Aceh I",1,"PAN",5,0,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","1040264965674827520","NA; NA; NA",0,0
"2537","H NURZAHEDI SE ALIAS EDDY TANJUNG",2019,"Riau II",63,"GERINDRA",17,0,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)",NA,"https://www.facebook.com/official.eddytanjung",0,0
"2538","H OO SUTISNA",2019,"Jawa Barat IX",18,"GERINDRA",17,0,"n/a","2371379365","https://www.facebook.com/KangH.OoSutisna",0,0
"2539","H R MUHAMMAD SYAFI I SH  M HUM",2019,"Sumatera Barat II",72,"GERINDRA",17,0,"n/a","712017752","https://www.facebook.com/RomoSyafii",1,1
"2540","H RAHMAT MUHAJIRIN SH",2019,"Jawa Timur I",36,"GERINDRA",17,0,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,"https://www.facebook.com/rahmatmuhajirinofficialpage",1,0
"2541","H ROFIK HANANTO",2019,"Jawa Tengah VII",33,"PKS",25,0,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","79300001","https://www.facebook.com/rofikhananto",1,1
"2542","H RUSTAM EFFENDI S E",2019,"Bangka Belitung",3,"PDIP",12,0,"n/a",NA,"https://www.facebook.com/rustameffendi2017; NA",0,0
"2543","H SAFARUDDIN",2019,"Kalimantan Timur",51,"PDIP",12,0,"Commission III (Law and Legislation, Human Rights, and Security Affairs)",NA,"https://www.facebook.com/safaruddin84",1,0
"2544","H SIGIT MARWANTA",2019,"Jawa Tengah V",31,"PKB",1,0,"n/a",NA,"NA",0,0
"2545","H SINGGIH JANURATMOKO S KH  M M",2019,"Jawa Tengah V",31,"GOLKAR",8,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,"NA; https://www.facebook.com/singgihjanuratmokocenter",1,0
"2546","H SUBARDI SH",2019,"Daerah Istimewa Yogyakarta",9,"NASDEM",40,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","1050253089377112064","NA; https://www.facebook.com/H-SUBARDI-SH-65904837856",0,0
"2547","H SUBARNA SE  M SI",2019,"Jawa Barat XI",24,"GERINDRA",17,0,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)",NA,"https://www.facebook.com/HSubarna-DPR-RI-947758445391111; NA",0,0
"2548","H SUKAMTO SH",2019,"Daerah Istimewa Yogyakarta",9,"PKB",1,0,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","850642967240949760","https://www.facebook.com/HajiSukamtoDPRRI",1,0
"2549","H SUKIMAN S PD  MM",2019,"Kalimantan Barat",47,"PAN",5,0,"n/a",NA,"https://www.facebook.com/Sukiman-210273539051381",0,0
"2550","H SURYADI JAYA PURNAMA ST",2019,"Nusa Tenggara Barat",57,"PKS",25,0,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,"https://www.facebook.com/sjp.officialpage",1,0
"2551","H SYAFIUDDIN S SOS",2019,"Jawa Timur XI",46,"PKB",1,0,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","1194527342380535808","NA; NA",0,0
"2552","H SYAHRUL AIDI MAAZAT LC MA",2019,"Riau II",63,"PKS",25,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","1203134311655825408","https://www.facebook.com/SyahrulAidiMaazat",1,1
"2553","H SYAIFUL HUDA",2019,"Jawa Barat VII",21,"PKB",1,0,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","893313470208253952","NA",0,1
"2554","H SYAIFULLAH TAMLIHA S PI M S",2019,"Kalimantan Selatan I",48,"PPP",15,0,"Commission I (Defense, Foreign and Information Affairs)",NA,"NA; https://www.facebook.com/SyaifullahTamliha",0,0
"2555","H TATE QOMARUDDIN",2019,"Jawa Barat XI",24,"PKS",25,0,"n/a","1005615548","https://www.facebook.com/tateqomaruddin; NA",0,0
"2556","H TAUFIQ GUNAWANSYAH S I P  M SI",2019,"Jawa Barat IX",18,"GOLKAR",8,0,"n/a","186713141; 1033343947991473920","NA",0,0
"2557","H TEUKU RIEFKY HARSA",2019,"Aceh I",1,"DEMOKRAT",9,1,"Deputy Head of Commission I (Defense, Foreign and Information Affairs)","286502219; 3375477478","NA; https://www.facebook.com/Riefky19",1,1
"2558","H TOTOK DARYANTO SE",2019,"Jawa Timur V",41,"PAN",5,0,"n/a","270710156","NA",0,1
"2559","H TUBAGUS HAERUL JAMAN S E",2019,"Banten II",6,"GOLKAR",8,0,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","1107768409314344832","https://www.facebook.com/ikutijaman",1,1
"2560","H WILLGO ZAINAR",2019,"Nusa Tenggara Barat",57,"GERINDRA",17,0,"n/a",NA,"NA; NA",0,0
"2561","H YADI SRIMULYADI",2019,"Jawa Barat II",15,"PDIP",12,0,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","970244939819790336","NA",0,0
"2562","H YAQUT CHOLIL QOUMAS",2019,"Jawa Tengah X",35,"PKB",1,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","1341928495253868544","https://www.facebook.com/GusYaqut",1,1
"2563","H YOPPY KARIM",2019,"Nusa Tenggara Barat",57,"PDIP",12,0,"n/a",NA,"https://www.facebook.com/YOPPYkarim",0,0
"2564","HABIBURROKHMAN SH MH",2019,"DKI Jakarta I",10,"GERINDRA",17,0,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","70412517","NA",0,1
"2565","HAERUDIN S AG MH",2019,"Jawa Barat XI",24,"PAN",5,0,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","1194523547328077824","https://www.facebook.com/haerudin.pan",0,1
"2566","HARMUSA OKTAVIANI",2019,"Jawa Tengah III",28,"DEMOKRAT",9,0,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","1273102780648116224","https://www.facebook.com/Rumah-Aspirasi-Harmusa-Oktaviani-109165064006381",0,0
"2567","HENDRIK LEWERISSA SH  LL M",2019,"Maluku",55,"GERINDRA",17,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,"NA; https://www.facebook.com/hendriklewerissahl",0,0
